datetime,temperature,humidity,wind_speed,general_diffuse_flows,diffuse_flows,zone_1_power_consumption,zone_2_power_consumption,zone_3_power_consumption
2017-01-01 10:40:00,6.703,68.01,1.5939181007760634,5.791793351978915,3.503152104185149,27511.89873,16774.46809,15267.46988
2017-01-01 10:50:00,6.993,66.14,1.5929019437940009,5.85678964378138,3.508855256368665,28149.87342,17164.74164,15244.33735
2017-01-01 11:00:00,7.54,64.21,1.5924951917037884,5.916471568066552,3.509453700432007,43032.74031981675,17507.59878,15591.3253
2017-01-01 11:10:00,8.22,61.9,1.5924951917037884,5.9615206707349095,3.52311998561896,29043.03797,17478.41945,15816.86747
2017-01-01 11:20:00,9.49,59.3,0.976632796359163,5.994709277272871,3.5380565643793527,29261.77215,17792.09726,15932.53012
2017-01-01 11:30:00,10.65,56.03,-2.4769384801388235,6.0390635259072605,3.5635996376871786,29474.43038,17748.32827,16053.9759
2017-01-01 11:40:00,11.06,53.52,-2.501036031717884,6.065876044621792,3.6264719939853194,29523.03797,25371.86022114844,16256.38554
2017-01-01 11:50:00,12.4,53.26,0.9772129306253172,6.081076705797669,3.7718409748282835,29711.39241,18142.24924,21523.822944445215
2017-01-01 12:00:00,13.08,54.36,-2.563949857128453,6.110136076825481,3.765840495250065,29644.55696,18131.30699,16562.89157
2017-01-01 12:10:00,14.38,54.42,0.9726832244184036,6.153795959025435,3.6354786773868213,29802.53165,18102.12766,16522.40964
2017-01-01 12:20:00,15.02,56.46,-2.6036901857779675,6.173786103901937,3.658677945380815,29887.59494,18156.83891,16649.63855
2017-01-01 12:30:00,15.55,58.7,-2.5902671654458267,6.1864143640514095,3.6752875005944694,30039.49367,18335.56231,16869.39759
2017-01-01 12:40:00,15.56,59.23,-2.577021938695806,6.194813471094013,3.711618941083426,29966.58228,18204.25532,17094.93976
2017-01-01 12:50:00,15.49,59.3,-2.577021938695806,6.206374293495088,3.711130063048756,29996.96203,18196.96049,17418.79518
2017-01-01 13:00:00,15.57,58.06,-2.563949857128453,6.210800860079238,3.7121075802331434,30258.22785,18466.8693,17413.01205
2017-01-01 13:10:00,15.65,58.7,-2.563949857128453,6.210800860079238,3.755369195382769,30404.05063,18350.15198,17436.14458
2017-01-01 13:20:00,15.73,59.33,-2.577021938695806,6.212205213805881,3.798854307322508,30094.17722,18331.91489,17332.04819
2017-01-01 13:30:00,15.68,58.6,-2.5383074265151158,6.208590026096629,3.7900813346229034,30161.01266,18419.45289,17465.06024
2017-01-01 13:40:00,19.017477959843067,55.29,-2.6036901857779675,6.192771403813017,3.671733295278966,30318.98734,18310.0304,17164.33735
2017-01-01 13:50:00,15.75,52.45,-2.563949857128453,6.178773645412976,3.654546775033431,30154.93671,18390.27356,16979.27711
2017-01-01 14:00:00,15.83,54.99,-2.5383074265151158,6.1656279162004735,3.676047475298558,29984.81013,18353.79939,17054.45783
2017-01-01 14:10:00,15.79,56.66,-2.577021938695806,6.147827064731841,3.6873783279876693,30021.26582,18142.24924,17048.6747
2017-01-01 14:20:00,15.72,55.86,-2.563949857128453,6.122712083717655,3.6876286722122837,30021.26582,18113.06991,16950.36145
2017-01-01 14:30:00,15.8,54.06,-2.5902671654458267,6.107468222864288,3.7261752388576332,29911.89873,18036.47416,16823.13253
2017-01-01 14:40:00,15.74,55.56,-2.5902671654458267,6.080848108242668,3.7871398232814557,29747.8481,17996.35258,16684.33735
2017-01-01 14:50:00,15.72,56.69,-2.563949857128453,6.045005314036012,3.7812307151781224,29705.31646,17952.58359,16678.55422
2017-01-01 15:00:00,15.64,57.26,-2.563949857128453,6.013715156042802,3.8044377947482086,29571.64557,17894.22492,16753.73494
2017-01-01 15:10:00,15.69,57.96,-2.6036901857779675,5.9707515055104405,3.847804433101495,29553.41772,17846.80851,16805.78313
2017-01-01 15:20:00,15.69,58.93,-2.5902671654458267,5.911880067765139,3.9417759635774936,29383.29114,17525.83587,16649.63855
2017-01-01 15:30:00,15.6,58.7,-2.617295837833746,5.771441123130016,4.045504396802627,29061.26582,17547.72036,16586.0241
2017-01-01 15:40:00,15.39,57.6,-2.5902671654458267,5.194622130209272,4.099497927462895,28885.06329,17770.21277,16476.14458
2017-01-01 15:50:00,15.34,58.7,-2.5902671654458267,5.0072963928307415,4.217299386280878,28854.68354,17751.97568,16296.86747
2017-01-01 16:00:00,15.33,59.23,-2.563949857128453,5.342812606434588,4.859036909945142,28836.4557,17646.20061,16256.38554
2017-01-01 16:10:00,15.48,57.46,-2.6036901857779675,5.5801071132949795,5.3895282466014205,28708.86076,17514.89362,16250.60241
2017-01-01 16:20:00,15.54,58.3,-2.577021938695806,5.4860409726309864,5.5053315359323625,28556.96203,17325.22796,16192.77108
2017-01-01 16:30:00,15.53,58.8,-2.563949857128453,5.389071729816501,5.513831890697755,28514.43038,17456.53495,16343.13253
2017-01-01 16:40:00,15.48,57.73,-2.5902671654458267,5.27658287440203,5.4450117456988405,28666.32911,17449.24012,16522.40964
2017-01-01 16:50:00,15.47,58.23,-2.563949857128453,5.164214382024556,5.356114465274254,29097.72152,17627.96353,16765.3012
2017-01-01 17:00:00,15.44,59.07,-2.577021938695806,5.110782242701195,5.3067814449601665,29723.5443,17708.20669,17719.51807
2017-01-01 17:10:00,15.35,59.3,-2.563949857128453,4.882801922586371,5.093750200806762,30871.89873,18649.24012,19408.19277
2017-01-01 17:20:00,15.34,59.0,-2.5383074265151158,4.765586907393996,4.971894465779825,32700.75949,20192.09726,21883.37349
2017-01-01 17:30:00,15.11,59.53,-2.577021938695806,4.580877493419047,4.792479284293085,35793.41772,22238.29787,23942.16867
2017-01-01 17:40:00,14.93,60.83,-2.563949857128453,4.33729074083249,4.543294782270004,38321.01266,23613.37386,25179.75904
2017-01-01 17:50:00,14.71,61.87,-2.4534079827286295,3.277522020300934,3.3350575791576103,39129.11392,24167.78116,25520.96386
2017-01-01 18:00:00,14.48,63.27,-2.5257286443082556,2.8903717578961645,2.906354462402774,39560.50633,24455.92705,25544.09639
2017-01-01 18:10:00,14.29,63.94,-2.551046452292545,1.9450526386411842,1.9487632180377197,39517.97468,24463.22188,25619.27711
2017-01-01 18:20:00,14.09,64.87,-2.551046452292545,1.0360274134764884,1.0163170459412794,39596.96203,24000.0,25798.55422
2017-01-01 18:30:00,13.89,66.11,-2.577021938695806,-0.2119563619236453,-0.11653381625595151,39469.36709,24251.67173,25792.77108
2017-01-01 18:40:00,13.79,66.74,-2.577021938695806,-1.9241486572738007,-1.6245515502441485,39682.02532,24401.21581,25734.93976
2017-01-01 18:50:00,13.54,66.71,-2.577021938695806,-2.7806208939370456,-2.419118909249997,39888.60759,24598.17629,25885.3012
2017-01-01 19:00:00,12.51,68.35,-2.563949857128453,-2.900422093749666,-2.4651040224918206,39991.89873,24477.81155,25989.39759
2017-01-01 19:10:00,12.06,70.2,-2.551046452292545,-2.7181005369557116,-2.3434070875143007,40210.63291,24729.48328,26035.66265
2017-01-01 19:20:00,11.75,70.7,-2.5383074265151158,-2.900422093749666,-2.071473372030659,40216.70886,24671.12462,26191.80723
2017-01-01 19:30:00,11.61,70.7,-2.563949857128453,-2.513306124309698,-2.071473372030659,40435.44304,24678.41945,26105.06024
2017-01-01 19:40:00,11.5,70.6,-2.551046452292545,-2.8302178350764176,-2.6036901857779675,40514.43038,24842.55319,26342.16867
2017-01-01 19:50:00,11.43,70.7,-2.577021938695806,-3.036554268074246,-2.375155785828881,40544.81013,24755.0152,26452.04819
2017-01-01 20:00:00,11.42,71.2,-2.577021938695806,-2.617295837833746,-2.4651040224918206,40283.5443,24919.14894,26469.39759
2017-01-01 20:10:00,11.69,71.1,-2.551046452292545,-2.396895772465287,-2.2633643798407643,40216.70886,25137.99392,26573.49398
2017-01-01 20:20:00,12.05,69.82,-2.563949857128453,-3.036554268074246,-2.2256240518579173,40477.97468,25437.08207,26434.6988
2017-01-01 20:30:00,11.87,69.98,-2.577021938695806,-2.9759296462578115,-2.375155785828881,40611.64557,25597.56839,26533.01205
2017-01-01 20:40:00,11.61,71.2,-2.551046452292545,-3.2188758248682006,-2.1286317858706076,40435.44304,25706.99088,26515.66265
2017-01-01 20:50:00,11.5,72.0,-2.551046452292545,-2.659260036932778,-2.551046452292545,40204.55696,25637.68997,26434.6988
2017-01-01 21:00:00,11.43,72.0,-2.5902671654458267,-2.9759296462578115,-2.659260036932778,39584.81013,25396.96049,25966.26506
2017-01-01 21:20:00,11.49,73.1,-2.563949857128453,-3.123565645063876,4.561119523426046,39141.26582,24900.91185,25607.71084
2017-01-01 21:30:00,12.24,91.97855584930474,-2.563949857128453,-2.617295837833746,-2.419118909249997,38643.03797,24827.96353,25359.03614
2017-01-01 21:40:00,11.84,68.78,-2.6036901857779675,-2.7181005369557116,-2.375155785828881,38011.13924,24455.92705,24971.56627
2017-01-01 21:50:00,12.2,68.78,-2.6036901857779675,-2.7181005369557116,-2.1037342342488805,37622.27848,24127.65957,24584.09639
2017-01-01 22:00:00,13.1,65.44,0.9837980946626794,-3.2188758248682006,-1.9589953886039688,36953.92405,24000.0,23976.86747
2017-01-01 22:10:00,13.2,63.84,-2.6036901857779675,-2.513306124309698,-2.375155785828881,36394.93671,23872.34043,23415.90361
2017-01-01 22:20:00,13.18,63.97,-2.5902671654458267,-2.513306124309698,-2.375155785828881,35289.11392,23306.99088,22698.79518
2017-01-01 22:30:00,12.64,66.77,-2.631089159966082,-3.123565645063876,-1.9589953886039688,34438.48101,22975.07599,22322.89157
2017-01-01 22:40:00,12.39,68.04,-2.6036901857779675,-2.4769384801388235,-2.162823150618887,33678.98734,22489.9696,21813.9759
2017-01-01 22:50:00,12.24,91.85901116427432,-2.563949857128453,0.8333438110532289,-2.1286317858706076,33077.46835,21760.48632,21264.57831
2017-01-01 23:00:00,12.11,69.94,-2.6036901857779675,-2.430418464503931,-2.501036031717884,32117.46835,21253.49544,20686.26506
2017-01-01 23:10:00,12.07,70.7,-2.577021938695806,-3.4112477175156566,-2.551046452292545,31357.97468,20768.38906,20397.10843
2017-01-01 23:20:00,11.99,70.8,-2.5902671654458267,-2.900422093749666,-2.0099154790312257,30701.77215,20337.99392,19905.54217
2017-01-01 23:30:00,11.32,74.7,-2.5902671654458267,-2.659260036932778,-2.3025850929940455,29681.01266,19823.70821,19252.04819
2017-01-01 23:40:00,11.37,74.8,-2.6036901857779675,-2.4769384801388235,-2.501036031717884,28830.37975,19488.1459,18847.22892
2017-01-01 23:50:00,11.41,74.1,-2.577021938695806,-2.563949857128453,-2.1037342342488805,27748.86076,18962.91793,18384.57831
2017-01-02 00:00:00,11.01,75.8,-2.577021938695806,4.916256736181729,-1.8140050781753747,26703.79747,18047.41641,17916.14458
2017-01-02 00:10:00,10.74,77.3,-2.551046452292545,-2.4769384801388235,-2.2256240518579173,26169.11392,17507.59878,17349.39759
2017-01-02 00:20:00,10.47,78.2,-2.551046452292545,-2.430418464503931,-2.0402208285265546,25622.27848,17120.97264,16985.06024
2017-01-02 00:30:00,10.31,79.2,-2.577021938695806,-2.396895772465287,-2.0099154790312257,24972.1519,16785.41033,16586.0241
2017-01-02 00:40:00,10.63,79.3,-2.5383074265151158,-3.2968373663379125,-1.8838747581358606,24437.46835,16453.49544,16366.26506
2017-01-02 00:50:00,10.84,78.4,-2.617295837833746,-2.7806208939370456,-1.8578992717326,42820.77902854964,16132.5228,16106.0241
2017-01-02 01:00:00,10.94,78.1,-2.6036901857779675,-2.4769384801388235,-2.2256240518579173,23629.36709,15720.36474,15643.37349
2017-01-02 01:10:00,11.12,77.9,-2.617295837833746,-2.900422093749666,-1.9310215365615626,23118.98734,15304.55927,15307.95181
2017-01-02 01:20:00,11.02,77.5,-2.513306124309698,-2.7806208939370456,4.559992147656263,22736.20253,15136.77812,15093.9759
2017-01-02 01:30:00,19.06608049922391,78.9,-2.577021938695806,-2.7181005369557116,-1.9310215365615626,22049.62025,14637.08207,14972.53012
2017-01-02 01:40:00,10.22,79.8,-2.551046452292545,-2.430418464503931,-2.071473372030659,21855.18987,14414.58967,14833.73494
2017-01-02 01:50:00,10.42,81.3,-2.5902671654458267,-2.617295837833746,-2.0402208285265546,21685.06329,14250.45593,14625.54217
2017-01-02 02:00:00,10.86,80.0,-2.577021938695806,-2.7181005369557116,-1.8388510767619055,21533.16456,14294.22492,14405.78313
2017-01-02 02:10:00,11.17,77.3,-2.563949857128453,-2.7181005369557116,-2.0402208285265546,21107.8481,14057.14286,14342.16867
2017-01-02 02:20:00,11.1,75.6,-2.563949857128453,-2.563949857128453,-1.8578992717326,20986.32911,13823.70821,14191.80723
2017-01-02 02:30:00,11.14,75.0,-2.513306124309698,-2.659260036932778,-1.8578992717326,20725.06329,13783.58663,14128.19277
2017-01-02 02:40:00,11.21,75.2,-2.563949857128453,-2.7806208939370456,5.12477912327368,20889.11392,13608.51064,14081.92771
2017-01-02 02:50:00,10.71,77.4,-2.5383074265151158,4.912768249624328,-1.9105430052180221,20433.41772,13448.02432,13844.81928
2017-01-02 03:00:00,10.7,77.7,-2.5383074265151158,-2.7806208939370456,-1.8388510767619055,20372.65823,13524.62006,13948.91566
2017-01-02 03:10:00,10.58,78.6,-2.5902671654458267,-2.900422093749666,-1.987774353154012,20135.6962,13480.85106,13966.26506
2017-01-02 03:20:00,10.59,79.5,-2.551046452292545,-2.4769384801388235,-1.9310215365615626,20129.62025,13517.32523,13827.46988
2017-01-02 03:30:00,10.68,79.4,-2.5383074265151158,-2.8302178350764176,-1.8578992717326,20117.46835,13484.49848,13746.50602
2017-01-02 03:40:00,10.52,79.8,-2.577021938695806,-2.7181005369557116,-1.9310215365615626,20087.08861,13437.08207,13642.40964
2017-01-02 03:50:00,10.34,80.6,-2.551046452292545,-2.430418464503931,-2.1286317858706076,19740.75949,13353.19149,13636.62651
2017-01-02 04:00:00,19.061109803033734,91.72321070151716,0.9904321813625142,-2.8302178350764176,-1.8388510767619055,42819.47024836772,13090.57751,13549.87952
2017-01-02 04:10:00,10.41,82.3,-2.6036901857779675,-2.563949857128453,-2.071473372030659,19989.87342,13218.23708,13503.61446
2017-01-02 04:20:00,10.41,81.4,-2.551046452292545,4.910961491193607,-2.0099154790312257,20166.07595,13196.35258,13549.87952
2017-01-02 04:30:00,10.39,81.5,-2.6036901857779675,-2.430418464503931,-2.1286317858706076,20214.68354,13280.24316,13648.19277
2017-01-02 04:40:00,10.16,81.9,-2.5902671654458267,-2.617295837833746,-2.1037342342488805,20141.77215,13287.53799,13717.59036
2017-01-02 04:50:00,9.97,82.8,-2.563949857128453,-2.7181005369557116,-1.725971728690052,20056.70886,13418.84498,13659.75904
2017-01-02 05:00:00,10.03,83.8,-2.5257286443082556,-3.540459448995663,-1.8140050781753747,20257.21519,13517.32523,13642.40964
2017-01-02 05:10:00,9.98,83.0,-2.551046452292545,-2.617295837833746,-2.162823150618887,20500.25316,13612.15805,13844.81928
2017-01-02 05:20:00,9.74,82.8,-2.513306124309698,-2.24431618487007,-2.071473372030659,20712.91139,13736.17021,13931.56627
2017-01-02 05:30:00,9.54,83.7,-2.551046452292545,-2.513306124309698,-1.7486999797676082,20810.12658,13834.65046,14081.92771
2017-01-02 05:40:00,9.53,83.9,-2.631089159966082,-2.7181005369557116,-1.7037485919053417,21041.01266,14057.14286,14174.45783
2017-01-02 05:50:00,9.56,84.1,-2.617295837833746,-2.563949857128453,-2.0099154790312257,21709.36709,14706.38298,14637.10843
2017-01-02 06:00:00,9.58,84.5,-2.5902671654458267,-3.036554268074246,-2.0099154790312257,22742.27848,15089.3617,14868.43373
2017-01-02 06:10:00,9.44,84.1,-2.5902671654458267,-2.659260036932778,-1.9310215365615626,22948.86076,14961.70213,14729.63855
2017-01-02 06:20:00,9.4,84.4,-2.563949857128453,-2.659260036932778,-2.1037342342488805,23258.73418,15176.8997,14712.28916
2017-01-02 06:30:00,9.38,84.6,-2.577021938695806,-3.123565645063876,-1.9589953886039688,23471.39241,15545.28875,14619.75904
2017-01-02 06:40:00,9.16,84.7,-2.563949857128453,-3.036554268074246,-1.9310215365615626,23653.67089,15749.54407,14573.49398
2017-01-02 06:50:00,9.06,85.6,-2.577021938695806,-2.8302178350764176,-1.9589953886039688,23769.11392,15567.17325,14423.13253
2017-01-02 07:00:00,9.17,85.8,-2.551046452292545,6.230625138041915,-1.8140050781753747,23380.25316,25243.11714161162,14400.0
2017-01-02 07:10:00,9.46,86.2,-2.577021938695806,-2.659260036932778,-1.8838747581358606,23033.92405,16001.21581,13862.16867
2017-01-02 07:20:00,9.74,85.4,-2.631089159966082,-2.563949857128453,-2.198225077669803,22803.03797,15964.74164,13052.53012
2017-01-02 07:30:00,9.8,84.4,-2.563949857128453,-2.513306124309698,-2.1037342342488805,23082.53165,15698.48024,12404.81928
2017-01-02 07:40:00,9.58,83.9,-2.5383074265151158,-2.617295837833746,-2.0402208285265546,22803.03797,15483.28267,11919.03614
2017-01-02 07:50:00,9.51,83.7,-2.501036031717884,-2.513306124309698,-1.987774353154012,22268.35443,15501.51976,11543.13253
2017-01-02 08:00:00,9.44,83.2,-2.4769384801388235,-2.0874737133771,-1.5005835075220182,22742.27848,15537.99392,11398.55422
2017-01-02 08:10:00,9.18,82.5,-2.488914671185539,-0.13811330212963427,-0.11653381625595151,23526.07595,25232.530567916085,11560.48193
2017-01-02 08:20:00,19.21735524538496,83.4,-2.488914671185539,1.0818051703517284,1.0532661869012327,24340.25316,16289.3617,11774.45783
2017-01-02 08:30:00,8.71,83.9,-2.513306124309698,4.905336514904063,1.8674851797561907,24881.01266,16737.99392,12248.6747
2017-01-02 08:40:00,8.52,85.1,-2.513306124309698,2.5664866367804233,2.4475508632442313,25190.88608,16891.18541,12404.81928
2017-01-02 08:50:00,8.43,85.4,-2.5383074265151158,3.66612246699132,2.9699015135194693,25531.13924,17135.56231,12358.55422
2017-01-02 09:00:00,19.20999820062978,85.9,-2.5257286443082556,4.160600357999166,3.1982648709640764,25980.75949,17248.63222,12636.14458
2017-01-02 09:10:00,8.69,86.7,-2.5383074265151158,4.525044141508807,3.327909585892323,23495.6962,17668.08511,13110.36145
2017-01-02 09:20:00,9.02,92.14820677532805,-2.501036031717884,4.763881877142913,3.4154289639088797,23629.36709,18102.12766,13474.6988
2017-01-02 09:30:00,9.17,86.9,-2.5383074265151158,4.903050083416319,3.5037539699872475,24006.07595,18302.73556,13763.85542
2017-01-02 09:40:00,10.48,87.0,-2.5383074265151158,5.1310814471721224,3.5610460826040513,24771.64557,18587.23404,13925.78313
2017-01-02 09:50:00,11.13,83.5,-2.5257286443082556,5.267858159063328,3.6087534096346516,25148.35443,19236.47416,14324.81928
2017-01-02 10:00:00,11.68,81.7,-2.5257286443082556,5.385870263555899,3.6653549090669792,25518.98734,19393.31307,14619.75904
2017-01-02 10:10:00,12.22,78.0,-2.5902671654458267,5.507767590730244,3.6891294228691436,25695.18987,19634.04255,15059.27711
2017-01-02 10:20:00,12.61,74.8,-2.577021938695806,5.600641715736688,4.548983654905268,26351.39241,19998.78419,15238.55422
2017-01-02 10:30:00,13.07,72.7,1.0766062205321512,5.664001604644357,3.7450234647319762,26667.34177,20038.90578,15510.36145
